time,latitude,longitude,depth,mag,magtype,nst,gap,dmin,rms,net,id,updated,place,type
2015-05-17 05:45:37.780,27.4949,85.7729,10,4.3,mb,,166,5.195,0.93,us,us100029x0,2015-05-18 01:43:01.654,"27km ESE of Panao i, Nepal",earthquake
2015-05-16 23:15:25.620,27.6742,85.9187,10,4.4,mb,,148,5.713,0.75,us,us100029vn,2015-05-17 15:44:24.023,"30km S of Kodari, Nepal",earthquake
2015-05-16 11:34:10.190,27.5457,86.0754,10,5.7,mb,,25,5.539,1,us,us100029rn,2015-05-18 11:21:28.248,"24km N of Ramechhap, Nepal",earthquake
2015-05-16 03:39:26.500,27.638,85.705,10,4.8,mb,,79,5.879,0.61,us,us100029pb,2015-05-16 18:33:42.332,"18km E of Banepa, Nepal",earthquake
2015-05-15 01:42:42.910,27.8774,84.6841,10,4.9,mb,,52,1.884,1.21,us,us1000295r,2015-05-16 01:44:49.099,"32km NE of Bhara pur, Nepal",earthquake
2015-05-14 14:36:42.200,28.2685,85.6465,10,3.8,mb,,168,1.074,1.37,us,us1000294u,2015-05-15 01:30:41.924,"34km WNW of Chongdui, China",earthquake
2015-05-13 21:38:06.130,27.7255,86.0674,10,5,mb,,55,0.698,0.92,us,us100028 ,2015-05-15 02:12:39.510,"27km SSE of Kodari, Nepal",earthquake
2015-05-13 10:59:41.940,27.8269,85.9937,10,4,mb,,104,0.735,0.77,us,us20002eza,2015-05-16 20:57:30.619,"14km SSE of Kodari, Nepal",earthquake
2015-05-13 06:53:00.510,27.7323,86.1434,10,4.7,mb,,153,0.633,0.92,us,us20002ew5,2015-05-13 10:37:36.449,"31km SE of Kodari, Nepal",earthquake
2015-05-13 06:37:29.660,27.6333,85.965,10,4.4,mb,,188,4.982,1.36,us,us20002ew1,2015-05-13 14:40:02.159,"35km S of Kodari, Nepal",earthquake
2015-05-13 06:26:07.450,27.6817,86.1372,10,4.8,mb,,153,0.658,0.84,us,us20002ev,2015-05-13 16:10:27.593,"35km SSE of Kodari, Nepal",earthquake
2015-05-13 02:23:11.210,27.7091,86.2105,10,4.1,mb,,171,0.587,1.22,us,us20002ev6,2015-05-14 19:55:49.592,"33km SSW of Zuobude, China",earthquake
2015-05-12 21:25:12.280,27.7767,84.5866,10,5.2,mb,,72,1.978,1.44,us,us20002e n,2015-05-14 02:04:07.468,"18km NE of Bhara pur, Nepal",earthquake
2015-05-12 20:44:28.110,27.8168,86.2219,7.71,4,mb,,168,0.54,1.33,us,us20002esx,2015-05-13 18:16:15.935,"21km SSW of Camgyai, China",earthquake
2015-05-12 20:22:17.890,27.639,85.157,25.12,4.2,mb,,140,1.5,1.73,us,us20002esf,2015-05-13 18:09:20.812,"12km WSW of Kir ipur, Nepal",earthquake
2015-05-12 19:37:40.740,27.7009,86.0964,6.36,4.6,mb,,101,0.683,0.9,us,us20002ert,2015-05-13 17:43:04.158,"31km SSE of Kodari, Nepal",earthquake
2015-05-12 19:34:58.670,27.6791,86.0883,5.98,4.3,mb,,168,0.698,0.57,us,us20002es6,2015-05-13 17:43:33.499,"33km SSE of Kodari, Nepal",earthquake
2015-05-12 17:28:38.160,27.5326,86.1631,2.49,4.8,mb,,44,0.714,0.73,us,us20002eqs,2015-05-13 16:43:55.316,"24km NNE of Ramechhap, Nepal",earthquake
2015-05-12 16:55:23.540,27.7262,85.967,7.77,4.4,mb,,143,0.783,0.56,us,us20002eqh,2015-05-12 19:39:36.303,"25km S of Kodari, Nepal",earthquake
2015-05-12 15:28:20.510,27.7512,86.271,13.73,4.4,mb,,166,0.521,0.91,us,us20002epr,2015-05-12 18:47:30.011,"27km S of Camgyai, China",earthquake
2015-05-12 13:43:17.390,27.7624,85.8593,10,4.4,mb,,172,0.865,1.08,us,us20002enh,2015-05-12 16:35:05.371,"22km SSW of Kodari, Nepal",earthquake
2015-05-12 12:28:22.620,27.5816,85.9887,10,4.3,mb,,171,0.82,1.09,us,us20002ena,2015-05-12 15:26:10.184,"30km NNW of Ramechhap, Nepal",earthquake
2015-05-12 11:58:09.930,27.4639,85.9412,10,4.2,mb,,173,0.915,1.08,us,us20002en6,2015-05-12 20:00:43.111,"21km NW of Ramechhap, Nepal",earthquake
2015-05-12 11:21:30.840,27.6982,86.1391,10,4.2,mb,,184,0.649,1.29,us,us20002en0,2015-05-12 19:24:14.708,"33km SSE of Kodari, Nepal",earthquake
2015-05-12 10:35:40.860,27.7772,86.0831,10,4.5,mb,,98,0.669,0.76,us,us20002ems,2015-05-12 12:44:26.085,"23km SE of Kodari, Nepal",earthquake
2015-05-12 10:15:06.810,27.8018,86.0926,10,4.3,mb,,152,0.655,1.25,us,us20002emm,2015-05-12 12:07:14.263,"21km SE of Kodari, Nepal",earthquake
2015-05-12 08:59:39.250,27.7858,86.1594,4.03,4.3,mb,,150,0.602,1.03,us,us20002emb,2015-05-16 15:49:17.259,"27km SE of Kodari, Nepal",earthquake
2015-05-12 08:21:10.880,27.7094,86.056,15,5.2,mb,,88,0.713,0.76,us,us20002ekr,2015-05-12 10:05:23.866,"28km SSE of Kodari, Nepal",earthquake
2015-05-12 08:13:54.890,27.8169,85.8173,15,5.1,mb,,88,0.891,0.71,us,us20002ekq,2015-05-13 07:48:40.122,"19km SW of Kodari, Nepal",earthquake
2015-05-12 08:06:07.590,27.6427,85.9468,15,5,mb,,88,5.679,0.83,us,us20002ekk,2015-05-13 06:04:03.790,"34km S of Kodari, Nepal",earthquake
2015-05-12 07:43:17.620,27.6222,86.2691,12.61,5.1,mb,,70,0.586,1.06,us,us100029fi,2015-05-15 17:03:58.350,"37km NNE of Ramechhap, Nepal",earthquake
2015-05-12 07:36:53.830,27.618,86.1659,15,6.3,mb,,17,0.665,0.93,us,us20002ek5,2015-05-16 07:26:40.287,"33km NNE of Ramechhap, Nepal",earthquake
2015-05-12 07:34:22.950,27.6823,86.2015,15,5.4,mb,,83,0.606,0.72,us,us20002ek3,2015-05-12 15:36:56.518,"36km SSW of Zuobude, China",earthquake
2015-05-12 07:17:20.350,27.792,86.1334,10,5.6,mb,,164,0.623,0.76,us,us20002ek0,2015-05-14 17:10:39.147,"25km SE of Kodari, Nepal",earthquake
2015-05-12 07:05:19.030,27.8368,86.0772,15,7.3,mww,,27,0.661,0.89,us,us20002ejl,2015-05-18 07:30:17.994,"18km SE of Kodari, Nepal",earthquake
2015-05-11 14:50:59.290,27.9103,85.9121,10,4.3,mb,,119,0.797,0.8,us,us20002ecq,2015-05-12 07:45:42.796,"5km SW of Kodari, Nepal",earthquake
2015-05-10 09:38:34.060,27.4947,85.5684,10,3.8,mb,,193,1.195,1.42,us,us20002ea5,2015-05-11 14:35:58.262,"11km SSE of Panao i, Nepal",earthquake
2015-05-10 00:49:53.310,27.6368,86.0832,10,4,mb,,187,0.72,1.38,us,us20002e9,2015-05-10 23:51:38.814,"34km N of Ramechhap, Nepal",earthquake
2015-05-08 21:23:27.700,27.9634,85.0259,10,4,mb,,170,1.579,1,us,us20002e9g,2015-05-18 04:12:54.896,"39km NW of Kir ipur, Nepal",earthquake
2015-05-08 07:47:54.030,27.8248,85.9382,10,4.1,mb,,138,0.784,0.92,us,us20002dq9,2015-05-10 21:45:42.594,"14km S of Kodari, Nepal",earthquake
2015-05-08 00:32:33.960,27.6418,85.979,11.56,4.9,mb,,77,0.802,0.66,us,us20002dn5,2015-05-16 05:09:09.146,"34km S of Kodari, Nepal",earthquake
2015-05-07 16:30:47.160,27.8216,85.4647,10,3.4,mb,,192,1.2,1.1,us,us20002dkn,2015-05-14 23:22:14.878,"13km NNW of Nagarkot, Nepal",earthquake
2015-05-06 21:56:28.530,27.4878,85.0973,10,3.3,mb,,206,1.59,0.28,us,us20002ced,2015-05-07 21:29:28.977,"9km NE of Hi ura, Nepal",earthquake
2015-05-06 15:13:20.140,27.5792,85.5748,10,3.7,mb,,171,1.159,0.96,us,us20002cdc,2015-05-07 14:02:52.718,"6km E of Panao i, Nepal",earthquake
2015-05-04 12:17:13.530,27.7895,86.0183,10,4.1,mb,,116,0.722,0.62,us,us20002b68,2015-05-17 13:38:57.647,"19km SSE of Kodari, Nepal",earthquake
2015-05-04 01:15:07.070,27.6326,85.9746,10,4.5,mb,,54,0.809,0.89,us,us20002b2y,2015-05-12 23:29:38.162,"35km S of Kodari, Nepal",earthquake
2015-05-03 23:14:15.460,27.7349,85.8791,10,4.2,mb,,184,0.855,0.71,us,us20002b2a,2015-05-10 22:37:39.671,"25km SSW of Kodari, Nepal",earthquake
2015-05-03 11:35:11.090,27.6999,84.9331,10,4.3,mb,,87,1.683,0.67,us,us20002az8,2015-05-17 06:20:26.053,"31km NNW of Hi ura, Nepal",earthquake
2015-05-02 21:44:10.130,27.6897,85.9226,10,4.2,mb,,93,0.831,0.9,us,us20002awm,2015-05-03 23:38:36.445,"29km S of Kodari, Nepal",earthquake
2015-05-02 05:35:46.360,28.2745,84.6212,10,5,mb,,91,1.96,0.85,us,us20002a q,2015-05-08 05:06:28.565,"25km E of Khudi, Nepal",earthquake
2015-05-02 00:10:48.810,27.3479,85.1509,10,4.1,mb,,93,5.757,0.95,us,us20002auq,2015-05-11 04:40:36.143,"14km SE of Hi ura, Nepal",earthquake
2015-05-01 22:10:09.980,27.6072,85.5759,10,4,mb,,119,1.149,0.51,us,us20002arr,2015-05-10 22:01:45.937,"5km ESE of Banepa, Nepal",earthquake
2015-04-30 17:34:37.350,27.5248,85.3757,10,3.8,mb,,178,5.501,1.07,us,us20002aj,2015-05-04 11:47:20.655,"14km WSW of Panao i, Nepal",earthquake
2015-04-30 00:37:10.990,27.9232,84.6177,10,4.3,mb,,99,1.941,1.03,us,us20002acq,2015-05-02 21:22:23.842,"32km NE of Bhara pur, Nepal",earthquake
2015-04-29 22:10:52.110,28.33,87.2319,10,4.5,mb,,55,3.675,0.85,us,us20002abh,2015-05-15 23:17:55.775,"36km SSE of Xegar, China",earthquake
2015-04-29 17:16:35.370,27.8505,85.6739,10,4.3,mb,,143,5.129,1.2,us,us20002a8d,2015-04-30 09:02:47.370,"21km NE of Nagarkot, Nepal",earthquake
2015-04-29 11:27:44.810,27.8566,85.4211,10,4.4,mb,,128,6.19,0.58,us,us20002a59,2015-04-29 21:33:50.134,"18km NNW of Nagarkot, Nepal",earthquake
2015-04-28 21:44:24.160,27.9583,85.866,10,4.1,mb,,177,0.836,0.69,us,us20002c6a,2015-05-14 05:35:15.148,"8km W of Kodari, Nepal",earthquake
2015-04-27 23:20:27.440,27.8835,85.1947,10,4.3,mb,,101,1.432,0.6,us,us200029qa,2015-05-03 22:58:42.102,"23km NNW of Ka hmandu, Nepal",earthquake
2015-04-27 21:27:41.790,27.841,85.7877,10,4.2,mb,,166,0.913,0.68,us,us200029p0,2015-05-06 03:47:18.932,"20km SW of Kodari, Nepal",earthquake
2015-04-27 21:14:57.990,27.8402,85.4008,10,3.7,mb,,157,1.254,0.64,us,us200029pj,2015-05-06 01:28:55.530,"17km NNE of Ka hmandu, Nepal",earthquake
2015-04-27 18:59:56.750,28.0036,84.7534,20.01,4.8,mb,,60,5.84,0.69,us,us200029ma,2015-04-28 12:35:39.663,"44km ESE of Lamjung, Nepal",earthquake
2015-04-27 15:51:46.230,27.6385,85.0551,10,4.5,mb,,140,5.717,0.81,us,us200029lc,2015-04-28 04:48:22.758,"22km WSW of Kir ipur, Nepal",earthquake
2015-04-27 14:57:00.230,27.824,85.9208,10,4.1,mb,,162,4.938,0.69,us,us200029la,2015-04-28 07:58:38.733,"14km S of Kodari, Nepal",earthquake
2015-04-27 12:35:52.590,26.8283,88.0476,27.04,5.1,mb,,29,2.586,0.65,us,us200029k7,2015-05-11 09:22:25.880,"14km SE of Ilam, Nepal",earthquake
2015-04-27 04:14:44.840,27.9352,84.7251,10,4.1,mb,,128,5.886,1.3,us,us20002bvt,2015-05-06 01:05:00.113,"40km NE of Bhara pur, Nepal",earthquake
2015-04-27 01:15:51.050,27.4564,85.7832,10,4.3,mb,,173,5.204,0.95,us,us20002bvj,2015-05-05 23:02:24.736,"30km ESE of Panao i, Nepal",earthquake
2015-04-27 00:39:16.380,27.6727,85.0727,10,4.2,mb,,153,0.219,1.1,us,us200029h7,2015-05-05 23:04:24.010,"20km W of Kir ipur, Nepal",earthquake
2015-04-26 22:32:32.710,27.4862,85.642,0,4.6,mb,,69,1.138,0.45,us,us200029gc,2015-05-12 03:39:39.389,"16km SE of Panao i, Nepal",earthquake
2015-04-26 20:39:20.740,27.9696,85.7964,10,4.4,mb,,125,5.921,1.14,us,us200029fa,2015-04-27 19:26:12.632,"15km W of Kodari, Nepal",earthquake
2015-04-26 18:54:49.580,28.0627,84.7757,10,4.2,mb,,146,5.803,1.1,us,us200029ev,2015-04-27 02:57:32.417,"43km ESE of Lamjung, Nepal",earthquake
2015-04-26 16:26:05.310,27.7612,85.7704,10,5.3,mwb,,32,5.086,0.65,us,us200029ea,2015-05-01 21:55:18.040,"25km ENE of Nagarkot, Nepal",earthquake
2015-04-26 14:57:05.620,28.1203,84.6702,17.6,4.4,mb,,141,5.875,0.6,us,us200029dx,2015-04-26 18:29:20.689,"31km ESE of Lamjung, Nepal",earthquake
2015-04-26 14:44:49.360,27.532,85.7493,10,4.6,mb,,150,5.198,0.46,us,us200029dv,2015-04-26 18:15:19.177,"24km ESE of Panao i, Nepal",earthquake
2015-04-26 13:11:15.030,27.7571,85.3745,10,4.5,mb,,79,5.41,0.62,us,us200029dc,2015-04-26 17:04:46.116,"8km NE of Ka hmandu, Nepal",earthquake
2015-04-26 12:34:41.310,27.5683,85.7179,8.42,4,mb,,144,0.384,0.39,us,us20002b 2,2015-05-10 10:59:15.258,"20km E of Panao i, Nepal",earthquake
2015-04-26 09:42:07.440,27.5488,86.0993,30.68,4.3,mb,,180,0.751,0.31,us,us20002bsn,2015-05-09 08:26:51.604,"24km N of Ramechhap, Nepal",earthquake
2015-04-26 08:46:16.890,27.8449,85.6858,10,4.5,mb,,166,5.966,0.74,us,us200029c5,2015-04-26 17:07:07.594,"21km NE of Nagarkot, Nepal",earthquake
2015-04-26 08:40:55.220,27.591,85.6782,10,4.6,mb,,99,5.887,0.57,us,us200029c4,2015-04-26 15:33:43.900,"16km E of Panao i, Nepal",earthquake
2015-04-26 07:36:26.360,27.7189,85.929,10,4.7,mb,,166,5.72,0.75,us,us200029by,2015-05-02 22:31:46.107,"25km S of Kodari, Nepal",earthquake
2015-04-26 07:26:04.420,27.707,85.8284,10,5,mb,,85,5.799,0.49,us,us200029bx,2015-05-02 22:31:09.541,"29km SSW of Kodari, Nepal",earthquake
2015-04-26 07:09:10.010,27.782,85.9971,17.26,6.7,mww,,19,4.894,0.99,us,us200029bt,2015-05-18 03:56:35.000,"19km SSE of Kodari, Nepal",earthquake
2015-04-26 04:58:40.030,27.9957,84.7065,10,4.5,mb,,125,1.862,1.07,us,us200029bl,2015-05-07 05:13:17.582,"41km SE of Lamjung, Nepal",earthquake
2015-04-26 04:50:29.550,28.0281,85.3595,10,4.1,mb,,146,1.286,1.07,us,us20002bsp,2015-05-09 23:55:01.152,"36km N of Ka hmandu, Nepal",earthquake
2015-04-26 04:40:16.330,28.1724,84.6699,10,4,mb,,168,1.904,1.46,us,us20002bs4,2015-05-09 23:24:30.415,"30km E of Lamjung, Nepal",earthquake
2015-04-26 03:21:36.160,27.469,85.5624,10,4.3,mb,,135,1.21,1.16,us,us200029b9,2015-05-06 05:54:35.991,"13km SSE of Panao i, Nepal",earthquake
2015-04-26 02:48:38.340,28.1801,84.5344,10,4.5,mb,,61,2.024,1.01,us,us200029b1,2015-05-06 05:47:08.401,"17km E of Lamjung, Nepal",earthquake
2015-04-26 02:33:26.940,27.6257,86.0531,10,4.1,mb,,174,0.749,0.79,us,us20002bs0,2015-05-07 04:11:02.708,"33km N of Ramechhap, Nepal",earthquake
2015-04-26 02:02:07.850,27.5936,85.4424,10,4.2,mb,,151,1.266,0.92,us,us20002brx,2015-05-07 00:19:55.789,"7km W of Panao i, Nepal",earthquake
2015-04-25 23:41:52.730,27.5598,85.9359,10,4.5,mb,,86,5.66,0.72,us,us2000299x,2015-04-26 07:49:45.703,"29km NNW of Ramechhap, Nepal",earthquake
2015-04-25 23:16:15.070,27.8052,84.8744,10,5.6,mb,,35,6.63,0.73,us,us2000299v,2015-05-01 20:52:10.040,"41km WNW of Kir ipur, Nepal",earthquake
2015-04-25 23:12:52.030,27.5606,86.0062,10,4.3,mb,,160,4.981,0.25,us,us200029bb,2015-04-26 07:15:26.607,"27km NNW of Ramechhap, Nepal",earthquake
2015-04-25 21:07:17.930,27.732,85.7266,10,4.7,mb,,89,5.893,0.54,us,us20002993,2015-04-26 17:48:53.501,"20km E of Nagarkot, Nepal",earthquake
2015-04-25 20:32:48.240,27.6437,85.9241,10,4.4,mb,,79,0.846,0.71,us,us2000298x,2015-05-17 05:06:23.908,"34km S of Kodari, Nepal",earthquake
2015-04-25 20:07:01.970,27.9754,84.5282,10,4.4,mb,,40,2.019,0.72,us,us20002bh2,2015-05-15 05:40:35.367,"30km SSE of Lamjung, Nepal",earthquake
2015-04-25 18:58:34.500,27.6508,85.3667,13.35,4.2,mb,,60,0.048,0.86,us,us20002984,2015-05-15 16:05:29.960,"5km ESE of Pa an, Nepal",earthquake
2015-04-25 17:42:50.930,28.2621,85.7739,10,5.4,mb,,37,4.904,0.88,us,us2000297g,2015-05-01 21:15:27.040,"22km WNW of Chongdui, China",earthquake
2015-04-25 16:27:21.780,27.9087,85.6175,10,4.9,mb,,79,6.045,0.95,us,us20002970,2015-04-26 11:43:22.702,"23km NNE of Nagarkot, Nepal",earthquake
2015-04-25 14:10:02.830,27.5843,85.6622,10,4.6,mb,,86,5.898,0.87,us,us20002965,2015-04-25 21:31:26.595,"14km E of Panao i, Nepal",earthquake
2015-04-25 13:36:14.640,27.7476,85.89,10,4.6,mb,,185,5.762,0.8,us,us2000295x,2015-04-25 21:38:56.326,"23km SSW of Kodari, Nepal",earthquake
2015-04-25 13:30:28.240,28.1078,85.0726,10,4.6,mb,,135,6.566,1.23,us,us2000295v,2015-04-25 14:15:26.303,"51km NNW of Ka hmandu, Nepal",earthquake
2015-04-25 12:44:04.400,28.1513,84.6587,10,5.2,mb,,37,6.924,1.13,us,us2000295i,2015-04-26 12:40:03.256,"29km ESE of Lamjung, Nepal",earthquake
2015-04-25 12:17:55.920,28.0049,85.5638,10,4.5,mb,,98,5.164,0.74,us,us2000295f,2015-04-25 13:20:35.860,"32km N of Nagarkot, Nepal",earthquake
2015-04-25 12:01:13.610,28.0438,85.4854,10,4.2,mb,,183,6.204,0.56,us,us2000295a,2015-04-25 13:21:03.619,"36km N of Nagarkot, Nepal",earthquake
2015-04-25 10:53:43.870,27.7719,85.8701,10,4.4,mb,,185,5.788,0.55,us,us2000294y,2015-04-25 18:56:25.081,"21km SSW of Kodari, Nepal",earthquake
2015-04-25 10:40:35.880,27.5667,85.8384,10,4.8,mb,,166,5.112,0.62,us,us2000294x,2015-04-25 11:18:26.622,"32km E of Panao i, Nepal",earthquake
2015-04-25 10:40:13.500,27.7704,85.8322,10,4.1,mb,,147,0.887,0.65,us,us20002bgn,2015-05-17 13:13:32.809,"23km SSW of Kodari, Nepal",earthquake
2015-04-25 10:23:17.670,27.7999,85.8035,10,4.4,mb,,143,0.906,0.8,us,us2000294u,2015-05-17 12:26:13.612,"22km SW of Kodari, Nepal",earthquake
2015-04-25 10:10:32.840,28.2838,84.7255,10,4.2,mb,,57,1.87,0.92,us,us20002bfp,2015-05-17 11:32:49.785,"35km E of Khudi, Nepal",earthquake
2015-04-25 09:53:32.600,27.5326,85.7255,10,4,mb,,123,1.052,0.59,us,us20002bfn,2015-05-17 10:57:10.818,"21km ESE of Panao i, Nepal",earthquake
2015-04-25 09:43:00.840,28.0668,84.8842,10,4.4,mb,,159,1.707,0.6,us,us20002bfj,2015-05-17 10:17:30.948,"53km ESE of Lamjung, Nepal",earthquake
2015-04-25 09:30:29.070,27.9429,85.4967,10,4.9,mb,,79,1.163,0.66,us,us2000294i,2015-05-17 08:53:49.683,"25km N of Nagarkot, Nepal",earthquake
2015-04-25 09:28:00.080,28.0061,85.3104,10,4.4,mb,,77,1.328,0.85,us,us20002bfh,2015-05-17 08:08:38.171,"33km N of Ka hmandu, Nepal",earthquake
2015-04-25 09:22:36.900,27.7192,85.7503,10,4.7,mb,,50,0.969,0.81,us,us20002bg6,2015-05-17 06:59:25.407,"22km E of Nagarkot, Nepal",earthquake
2015-04-25 09:17:02.310,28.39,87.3212,10,5.8,ms_20,,22,0.622,0.72,us,us2000294g,2015-05-17 06:47:56.113,"35km SE of Xegar, China",earthquake
2015-04-25 09:03:14.960,27.8743,85.3426,10,4.8,mb,,82,1.302,0.61,us,us2000294e,2015-05-16 13:14:59.445,"19km N of Ka hmandu, Nepal",earthquake
2015-04-25 09:01:51.540,27.8084,85.0718,10,4.4,mb,,146,1.547,0.46,us,us20002bfy,2015-05-16 11:17:03.041,"24km NW of Kir ipur, Nepal",earthquake
2015-04-25 08:55:55.730,27.6364,85.5029,10,5.3,mb,,42,6.049,0.81,us,us2000294d,2015-04-25 09:42:00.034,"1km WNW of Banepa, Nepal",earthquake
2015-04-25 08:49:09.050,27.7579,84.8874,10,4.4,mb,,146,5.811,0.84,us,us2000294a,2015-04-26 05:28:54.972,"39km NNW of Hi ura, Nepal",earthquake
2015-04-25 08:29:24.360,27.9903,84.7097,10,5,mb,,90,6.827,0.62,us,us20002946,2015-04-25 10:44:04.814,"41km SE of Lamjung, Nepal",earthquake
2015-04-25 08:20:11.980,27.9528,85.7219,10,4.7,mb,,55,5.976,0.91,us,us20002944,2015-04-25 16:25:18.399,"22km W of Kodari, Nepal",earthquake
2015-04-25 08:16:59.090,27.6733,85.6878,10,4.9,mb,,89,5.905,0.52,us,us20002942,2015-04-25 16:19:39.879,"17km ENE of Banepa, Nepal",earthquake
2015-04-25 08:05:37.730,27.7307,85.7304,10,4.6,mb,,105,5.13,0.61,us,us2000293v,2015-04-25 08:57:17.865,"20km E of Nagarkot, Nepal",earthquake
2015-04-25 07:47:01.470,27.8138,85.6017,10,5,mb,,79,1.08,0.6,us,us2000293p,2015-05-17 12:42:39.904,"13km NE of Nagarkot, Nepal",earthquake
2015-04-25 07:39:33.970,27.6821,85.7383,10,4.5,mb,,99,0.989,0.66,us,us2000293l,2015-05-17 12:15:46.783,"21km E of Nagarkot, Nepal",earthquake
2015-04-25 07:34:55.190,27.9633,85.6099,10,4.3,mb,,166,1.063,0.54,us,us20002bic,2015-05-17 08:41:57.019,"28km NNE of Nagarkot, Nepal",earthquake
2015-04-25 07:33:47.410,27.6891,84.9918,10,4.3,mb,,157,1.634,0.77,us,us20002bf8,2015-05-17 08:30:58.419,"27km W of Kir ipur, Nepal",earthquake
2015-04-25 07:23:38.520,27.8053,85.8924,10,4.4,mb,,119,0.828,0.73,us,us20002bg5,2015-05-16 12:32:07.604,"17km SSW of Kodari, Nepal",earthquake
2015-04-25 07:22:55.740,27.8854,85.8478,10,4.2,mb,,149,0.856,0.88,us,us20002bf5,2015-05-16 12:24:06.340,"12km SW of Kodari, Nepal",earthquake
2015-04-25 07:16:55.060,27.8873,85.686,10,4.7,mb,,81,0.998,0.86,us,us2000293d,2015-05-17 09:21:32.911,"25km NE of Nagarkot, Nepal",earthquake
2015-04-25 07:13:44.150,27.615,85.7307,10,4.8,mb,,105,1.017,0.72,us,us2000293i,2015-05-16 10:00:21.299,"20km E of Banepa, Nepal",earthquake
2015-04-25 07:07:59.920,27.7879,85.914,10,4.9,mb,,57,0.812,0.73,us,us20002939,2015-05-17 12:43:07.298,"18km S of Kodari, Nepal",earthquake
2015-04-25 07:05:28.010,27.9482,85.5837,10,4.3,mb,,97,1.086,0.84,us,us20002bg2,2015-05-16 09:35:58.664,"26km NNE of Nagarkot, Nepal",earthquake
2015-04-25 07:05:00.930,28.029,85.3682,10,4.2,mb,,104,1.278,0.68,us,us20002bhk,2015-05-16 09:27:35.430,"36km N of Ka hmandu, Nepal",earthquake
2015-04-25 07:03:49.740,27.9622,84.6873,10,4.4,mb,,147,1.879,0.44,us,us20002bg3,2015-05-16 09:18:10.772,"39km NE of Bhara pur, Nepal",earthquake
2015-04-25 07:03:09.350,27.4173,86.0237,10,4.4,mb,,110,0.882,0.92,us,us20002bhp,2015-05-15 13:19:00.248,"11km NNW of Ramechhap, Nepal",earthquake
2015-04-25 06:58:27.570,27.7219,86.0061,10,5.1,mb,,76,0.751,0.55,us,us20002bf,2015-05-15 12:57:51.534,"26km SSE of Kodari, Nepal",earthquake
2015-04-25 06:56:33.860,27.8839,85.7582,10,5.5,mb,,39,0.935,0.67,us,us20002934,2015-05-15 12:37:08.814,"20km WSW of Kodari, Nepal",earthquake
2015-04-25 06:53:42.750,27.672,85.2009,10,5,mb,,42,1.455,0.65,us,us20002bf3,2015-05-15 12:16:28.739,"7km W of Kir ipur, Nepal",earthquake
2015-04-25 06:45:21.380,28.1927,84.8645,14.62,6.6,mb,,16,5.69,1.17,us,us2000292y,2015-05-18 03:56:34.000,"49km E of Lamjung, Nepal",earthquake
2015-04-25 06:44:39.040,27.5862,85.5012,10,4.6,mb,,117,1.219,1.14,us,us20002bim,2015-05-14 12:48:11.921,"1km WNW of Panao i, Nepal",earthquake
2015-04-25 06:37:58.730,27.7497,85.8271,10,5.1,mb,,76,0.896,0.64,us,us2000292w,2015-05-14 09:55:54.441,"25km SSW of Kodari, Nepal",earthquake
2015-04-25 06:32:48.870,27.7244,85.9479,10,4.6,mb,,128,0.799,1.07,us,us20002bfx,2015-05-14 09:48:07.130,"25km S of Kodari, Nepal",earthquake
2015-04-25 06:29:46.130,27.8478,85.0717,10,4.7,mb,,98,1.543,0.58,us,us20002bfi,2015-05-14 09:47:46.179,"27km NW of Kir ipur, Nepal",earthquake
2015-04-25 06:28:05.780,27.7006,85.5043,10,4.8,mb,,75,1.186,0.96,us,us20002bf2,2015-05-14 09:45:53.499,"2km SW of Nagarkot, Nepal",earthquake
2015-04-25 06:25:55.260,27.687,85.5854,10,5,mb,,58,1.119,0.63,us,us20002bfk,2015-05-14 09:45:12.460,"7km ESE of Nagarkot, Nepal",earthquake
2015-04-25 06:22:02.750,27.8006,85.1141,10,5.1,mb,,99,1.511,0.86,us,us20002bhs,2015-05-14 09:44:12.557,"20km NW of Kir ipur, Nepal",earthquake
2015-04-25 06:20:40.340,28.2046,84.492,10,5.4,mb,,151,2.064,0.88,us,us20002bi6,2015-05-14 09:41:22.358,"12km E of Lamjung, Nepal",earthquake
2015-04-25 06:18:10.870,27.6857,86.0213,10,5.6,mb,,42,0.751,0.76,us,us20002bi0,2015-05-13 08:22:51.277,"30km SSE of Kodari, Nepal",earthquake
2015-04-25 06:15:22.910,27.6285,85.5398,10,6.1,mb,,43,1.173,1.02,us,us20002bi4,2015-05-14 09:42:02.782,"1km E of Banepa, Nepal",earthquake
2015-04-25 06:11:26.270,28.1473,84.7079,15,7.8,mww,,35,5.835,1.19,us,us20002926,2015-05-18 13:56:10.660,"34km ESE of Lamjung, Nepal",earthquake
